Gender,Age,Annual Income,Profession,Bought
female,68,55053,Graphic Designer,0
male,46,64406,Student,0
female,32,63879,Student,0
male,42,106271,Software Engineer,1
female,20,18128,Accountant,0
female,61,66982,Freelancer,0
male,18,93492,Gamer,1
female,35,122732,Video Editor,0
male,70,88308,Freelancer,1
male,18,4267,Gamer,1
male,32,87561,Video Editor,1
male,63,118718,Accountant,0
female,44,116515,Teacher,0
female,40,5873,Doctor,0
female,31,44958,Software Engineer,1
male,67,79026,Business Professional,0
female,55,32902,Video Editor,0
male,20,84744,Freelancer,1
male,36,81075,Software Engineer,1
female,42,55125,Teacher,0
female,32,75260,Teacher,0
female,55,110389,Freelancer,0
male,29,84443,Video Editor,1
female,61,85339,Business Professional,0
male,24,9984,Doctor,1
male,41,109510,Business Professional,0
male,45,125995,Graphic Designer,1
male,52,28780,Graphic Designer,1
male,44,138226,Graphic Designer,1
male,70,34088,Business Professional,0
female,49,65664,Graphic Designer,1
female,67,43470,Teacher,0
female,36,139809,Teacher,0
male,60,94489,Software Engineer,1
male,27,121682,Gamer,1
female,75,23048,Student,0
female,47,76184,Business Professional,0
male,55,77260,Software Engineer,1
male,51,54084,Teacher,0
male,66,93684,Business Professional,0
male,43,123608,Student,0
female,64,73222,Teacher,0
female,37,39118,Student,0
male,43,71482,Doctor,0
female,60,3592,Accountant,0
male,45,18936,Video Editor,1
male,67,27330,Doctor,0
female,66,43496,Software Engineer,1
male,47,22466,Student,0
female,50,25065,Business Professional,0
male,25,91023,Gamer,1
female,31,87130,Doctor,0
male,33,116497,Doctor,1
female,27,59800,Doctor,0
male,22,71510,Video Editor,1
female,22,45038,Freelancer,1
male,36,71997,Gamer,1
female,50,23359,Freelancer,1
female,31,21790,Student,0
male,30,85855,Software Engineer,1
female,28,73078,Video Editor,1
female,54,119341,Software Engineer,1
male,62,104451,Freelancer,1
female,41,56821,Teacher,0
female,58,103590,Software Engineer,1
male,68,56874,Video Editor,0
male,49,97235,Student,0
female,74,86345,Gamer,1
male,58,49455,Graphic Designer,1
female,37,120099,Graphic Designer,1
male,35,91804,Student,0
female,74,128544,Teacher,0
female,25,139668,Video Editor,1
male,72,99154,Doctor,0
female,26,67024,Doctor,0
male,68,13726,Graphic Designer,1
female,51,21898,Gamer,1
female,46,38235,Graphic Designer,1
female,21,19725,Gamer,1
male,63,74141,Doctor,0
male,56,31028,Student,0
female,38,47335,Student,0
male,54,85363,Freelancer,1
female,35,10457,Student,0
female,34,88126,Graphic Designer,1
female,51,78044,Video Editor,0
female,24,118051,Freelancer,1
female,32,104599,Gamer,1
female,19,10482,Accountant,0
male,52,81750,Video Editor,1
male,42,74120,Graphic Designer,1
female,28,29142,Accountant,0
male,26,103357,Graphic Designer,1
male,48,50758,Doctor,0
male,23,5922,Business Professional,0
male,19,53683,Video Editor,1
male,32,114216,Software Engineer,1
male,24,32894,Teacher,0
female,62,74519,Freelancer,0
male,62,79684,Business Professional,0
female,24,78624,Video Editor,1
male,27,113780,Doctor,1
male,52,48432,Graphic Designer,1
female,39,117419,Gamer,1
female,52,96239,Graphic Designer,1
male,63,130242,Student,0
male,62,35533,Video Editor,0
male,56,93004,Video Editor,0
female,32,83158,Video Editor,1
male,43,64886,Freelancer,1
male,27,137098,Graphic Designer,1
male,67,105273,Teacher,0
male,37,17509,Video Editor,1
male,43,48349,Accountant,0
male,46,37229,Accountant,0
male,70,84605,Business Professional,0
female,23,129039,Gamer,1
male,65,109980,Business Professional,0
male,58,132124,Doctor,0
female,21,135639,Software Engineer,1
male,67,14368,Software Engineer,1
male,66,99048,Gamer,1
male,23,92504,Freelancer,1
male,50,78264,Teacher,0
male,19,24635,Software Engineer,1
male,22,105394,Doctor,1
female,25,106248,Gamer,1
female,49,124594,Software Engineer,1
female,23,62190,Video Editor,1
male,18,54232,Student,1
female,36,13329,Student,0
female,48,121069,Video Editor,0
female,22,91167,Freelancer,1
female,58,48426,Doctor,0
female,25,51514,Video Editor,1
female,52,75492,Business Professional,0
male,47,53071,Accountant,0
male,31,5490,Student,0
female,24,59730,Teacher,0
male,48,104440,Software Engineer,1
female,23,58398,Freelancer,1
male,28,116436,Business Professional,1
male,62,101048,Gamer,1
female,33,74234,Business Professional,0
female,74,126704,Accountant,0
female,48,69682,Accountant,0
female,24,119707,Freelancer,1
male,19,132291,Freelancer,1
female,63,29317,Business Professional,0
male,27,127031,Accountant,0
male,62,16078,Graphic Designer,1
male,46,40141,Video Editor,1
female,55,8253,Video Editor,0
female,35,8699,Software Engineer,1
female,64,34797,Business Professional,0
male,27,11509,Accountant,0
male,36,3843,Gamer,1
female,41,49938,Accountant,0
female,19,77885,Accountant,0
female,48,86860,Teacher,0
male,35,18209,Business Professional,0
female,71,18903,Software Engineer,1
male,27,119367,Doctor,1
female,36,14731,Accountant,0
male,56,98457,Business Professional,0
male,24,35143,Graphic Designer,1
female,58,63078,Software Engineer,1
male,34,97407,Video Editor,1
male,42,108007,Business Professional,0
female,56,113216,Teacher,0
female,19,24085,Graphic Designer,1
female,64,95029,Gamer,1
male,72,112138,Software Engineer,1
male,42,131536,Accountant,0
female,58,69003,Freelancer,0
female,21,70541,Accountant,0
male,71,60888,Student,0
female,45,72818,Doctor,0
female,30,87611,Graphic Designer,1
male,73,62395,Accountant,0
female,51,78744,Video Editor,0
female,60,138471,Accountant,0
female,62,46387,Doctor,0
female,40,47366,Software Engineer,1
male,59,78174,Accountant,0
male,64,117448,Graphic Designer,1
male,34,96764,Accountant,0
female,54,134751,Teacher,0
female,46,47868,Freelancer,1
female,40,122271,Doctor,0
female,28,14189,Software Engineer,1
female,46,126380,Student,0
female,46,107487,Student,0
male,37,19894,Freelancer,1
male,44,3642,Software Engineer,1
male,24,94847,Gamer,1
male,23,131250,Doctor,1
male,50,32305,Video Editor,1
male,50,23989,Graphic Designer,1
female,48,34772,Accountant,0
female,61,106471,Software Engineer,1
female,28,36432,Video Editor,1
male,68,36364,Freelancer,1
female,30,6488,Doctor,0
female,36,139949,Accountant,0
female,53,56571,Graphic Designer,1
female,37,39342,Freelancer,1
male,40,30580,Graphic Designer,1
male,26,113159,Business Professional,1
male,64,23380,Software Engineer,1
male,28,12558,Business Professional,1
male,36,4423,Freelancer,0
female,57,84924,Teacher,0
male,39,128759,Gamer,1
male,19,120584,Teacher,0
female,68,74755,Software Engineer,1
female,44,62943,Gamer,1
male,56,128499,Graphic Designer,1
female,27,66399,Accountant,0
female,39,87183,Student,0
male,51,55984,Teacher,0
female,43,109460,Accountant,0
female,69,27188,Business Professional,0
male,46,116110,Student,0
female,72,39063,Business Professional,0
female,35,137565,Gamer,1
male,47,28355,Gamer,1
male,61,88046,Gamer,1
male,35,84240,Software Engineer,1
male,54,128011,Graphic Designer,1
female,51,118572,Gamer,1
female,21,7123,Accountant,0
female,52,91294,Doctor,0
male,20,36470,Teacher,0
female,69,87055,Doctor,0
male,32,116509,Accountant,0
female,51,24062,Student,0
female,62,47681,Freelancer,0
male,24,81688,Graphic Designer,1
male,44,65926,Gamer,1
male,56,37940,Video Editor,0
male,64,50703,Freelancer,1
male,41,43966,Accountant,0
female,68,95350,Doctor,0
male,65,34603,Doctor,0
male,75,103912,Software Engineer,1
male,22,76686,Doctor,1
male,41,40143,Freelancer,1
male,71,120516,Business Professional,0
male,65,54302,Video Editor,0
female,61,128526,Student,0
female,64,59421,Freelancer,0
male,41,14598,Accountant,0
male,46,12035,Software Engineer,1
female,49,23006,Accountant,0
male,56,79269,Software Engineer,1
male,49,90780,Software Engineer,1
male,33,133681,Business Professional,1
male,48,133226,Gamer,1
male,63,38124,Freelancer,1
male,60,46604,Student,0
male,29,74887,Video Editor,1
male,24,126221,Gamer,1
male,58,4245,Graphic Designer,0
female,43,9211,Gamer,1
female,43,37819,Software Engineer,1
male,71,59866,Freelancer,1
female,41,44752,Gamer,1
female,63,135445,Software Engineer,1
male,53,123119,Software Engineer,1
male,43,95315,Business Professional,0
male,45,132371,Freelancer,1
male,64,94749,Software Engineer,1
female,21,40386,Video Editor,1
male,53,105709,Business Professional,0
male,55,64881,Doctor,0
female,56,30378,Freelancer,0
male,25,93456,Graphic Designer,1
male,62,102572,Student,0
female,18,136234,Software Engineer,1
female,62,86927,Software Engineer,1
female,41,36910,Graphic Designer,1
female,25,15403,Graphic Designer,1
male,68,48659,Graphic Designer,1
female,50,108851,Teacher,0
female,32,37939,Video Editor,1
female,74,21089,Doctor,0
male,47,3575,Software Engineer,1
male,26,111077,Accountant,0
female,60,50520,Student,0
male,61,31750,Freelancer,1
male,74,101927,Student,0
female,70,12184,Video Editor,0
female,37,73916,Software Engineer,1
female,67,8402,Teacher,0
male,48,76616,Software Engineer,1
female,52,19105,Doctor,0
female,36,20892,Accountant,0
male,66,33790,Business Professional,0
male,34,68793,Doctor,1
female,75,84604,Video Editor,0
female,51,96843,Accountant,0
male,26,139050,Accountant,0
female,35,124991,Doctor,0
male,62,61900,Video Editor,0
male,31,14980,Video Editor,1
male,29,69484,Video Editor,1
female,41,72575,Video Editor,0
male,48,13400,Software Engineer,1
male,74,14598,Business Professional,0
male,28,48308,Video Editor,1
male,37,60602,Software Engineer,1
female,72,95231,Video Editor,0
female,48,36316,Software Engineer,1
female,57,11386,Business Professional,0
female,23,31087,Student,0
male,21,68400,Freelancer,1
female,54,89720,Teacher,0
male,25,104894,Freelancer,1
female,61,49528,Teacher,0
female,28,35159,Teacher,0
male,33,54178,Video Editor,1
male,55,109355,Gamer,1
female,57,31770,Doctor,0
male,73,136431,Student,0
female,68,113258,Accountant,0
male,29,18791,Software Engineer,1
female,22,100131,Video Editor,1
female,22,12484,Software Engineer,1
male,31,108442,Accountant,0
female,59,23790,Freelancer,0
female,42,112626,Video Editor,0
male,50,53646,Accountant,0
female,44,119984,Doctor,0
female,75,125934,Teacher,0
female,59,112881,Student,0
male,50,119936,Freelancer,1
male,35,134852,Doctor,0
male,35,3593,Software Engineer,1
female,53,71237,Gamer,1
female,42,18377,Software Engineer,1
female,67,60975,Doctor,0
female,67,16836,Graphic Designer,0
female,62,98270,Graphic Designer,0
female,59,136641,Video Editor,0
female,22,41640,Student,0
female,27,45020,Freelancer,1
female,24,9832,Business Professional,0
female,44,127955,Software Engineer,1
male,66,56826,Software Engineer,1
male,56,112695,Teacher,0
female,20,63340,Business Professional,0
male,35,32540,Video Editor,1
male,27,98546,Video Editor,1
female,58,135490,Teacher,0
female,67,52527,Graphic Designer,0
male,74,135653,Accountant,0
male,64,34486,Business Professional,0
female,68,46851,Graphic Designer,0
male,48,16507,Video Editor,1
male,45,132416,Accountant,0
male,49,49581,Teacher,0
male,30,79471,Accountant,0
female,41,41526,Freelancer,1
male,48,114621,Software Engineer,1
male,65,117073,Graphic Designer,1
male,41,14561,Teacher,0
female,52,39829,Teacher,0
female,66,16901,Video Editor,0
male,53,62137,Business Professional,0
male,21,139648,Doctor,1
male,54,109162,Freelancer,1
male,34,77713,Business Professional,1
female,74,46830,Teacher,0
female,22,59131,Student,0
male,51,85514,Video Editor,1
male,38,18555,Software Engineer,1
female,50,139864,Student,0
female,63,47367,Teacher,0
male,72,23307,Graphic Designer,1
male,71,126873,Software Engineer,1
male,49,66300,Accountant,0
female,28,42351,Freelancer,1
female,65,60859,Freelancer,0
female,57,91676,Software Engineer,1
male,30,122562,Accountant,0
male,60,102396,Gamer,1
male,34,72616,Business Professional,1
female,45,31408,Software Engineer,1
female,57,20845,Business Professional,0
male,20,32316,Gamer,1
male,44,136608,Teacher,0
female,25,91087,Gamer,1
female,23,59763,Accountant,0
female,27,112520,Video Editor,1
male,41,17613,Freelancer,1
male,44,44836,Business Professional,0
male,18,123468,Freelancer,1
male,66,126209,Gamer,1
female,46,68600,Software Engineer,1
female,44,49270,Freelancer,1
male,21,51012,Doctor,1
female,42,90991,Accountant,0
male,25,107908,Freelancer,1
male,64,128736,Software Engineer,1
male,21,126641,Freelancer,1
male,28,137245,Video Editor,1
female,29,60373,Gamer,1
female,61,23342,Freelancer,0
female,48,20056,Business Professional,0
male,30,27162,Business Professional,1
female,33,60327,Doctor,0
female,29,80577,Gamer,1
female,48,37288,Video Editor,0
male,35,125906,Business Professional,0
male,36,96540,Gamer,1
female,74,44679,Business Professional,0
male,51,126289,Student,0
male,56,18243,Doctor,0
male,26,79573,Video Editor,1
male,66,99318,Video Editor,0
male,65,47443,Business Professional,0
male,64,41356,Doctor,0
male,40,117456,Accountant,0
female,36,22045,Software Engineer,1
female,64,21004,Accountant,0
female,50,128414,Gamer,1
female,50,26366,Gamer,1
female,41,58799,Video Editor,0
male,43,123552,Video Editor,1
male,54,41278,Freelancer,1
female,49,16009,Software Engineer,1
female,46,109053,Software Engineer,1
male,62,67763,Teacher,0
female,50,47777,Freelancer,1
male,52,67383,Graphic Designer,1
female,35,60159,Teacher,0
female,20,139841,Business Professional,0
female,49,112575,Gamer,1
female,58,74136,Doctor,0
female,29,91758,Graphic Designer,1
male,36,127534,Software Engineer,1
male,60,27248,Business Professional,0
male,45,72134,Gamer,1
female,32,135067,Business Professional,0
female,23,137561,Student,0
male,21,133787,Gamer,1
male,38,101737,Accountant,0
male,53,86138,Teacher,0
male,63,58845,Accountant,0
male,38,97824,Graphic Designer,1
male,65,125027,Doctor,0
male,67,104956,Business Professional,0
male,69,128137,Business Professional,0
female,43,98688,Doctor,0
male,40,62571,Doctor,0
male,25,101667,Teacher,0
female,70,86144,Video Editor,0
female,41,120116,Student,0
male,71,86339,Graphic Designer,1
female,56,7674,Graphic Designer,0
male,34,89390,Doctor,1
female,57,94269,Student,0
female,37,79580,Business Professional,0
male,66,87332,Teacher,0
female,43,121906,Teacher,0
female,42,46548,Gamer,1
female,28,44123,Doctor,0
male,56,57683,Business Professional,0
male,34,51916,Accountant,0
male,50,27846,Teacher,0
male,67,101733,Accountant,0
female,37,19431,Accountant,0
male,36,105699,Doctor,0
male,29,42380,Student,1
male,71,35512,Software Engineer,1
male,28,25604,Video Editor,1
male,26,80067,Student,1
male,35,127152,Freelancer,1
male,50,44631,Teacher,0
male,70,7467,Business Professional,0
male,38,120019,Student,0
female,53,121944,Business Professional,0
female,67,79237,Graphic Designer,0
female,58,124590,Student,0
male,46,26353,Student,0
male,38,91384,Gamer,1
female,62,125908,Accountant,0
female,45,53394,Software Engineer,1
male,50,21962,Gamer,1
female,33,20165,Freelancer,1
male,47,21490,Freelancer,1
female,30,125533,Teacher,0
female,44,15218,Business Professional,0
female,38,134497,Business Professional,0
female,74,66495,Video Editor,0
male,50,15401,Graphic Designer,1
male,23,50106,Teacher,0
female,56,117591,Teacher,0
male,29,70152,Accountant,0
female,63,52904,Student,0
male,22,58200,Doctor,1
female,58,63208,Doctor,0
female,44,40747,Business Professional,0
male,47,5117,Video Editor,0
male,62,134624,Freelancer,1
male,29,63530,Video Editor,1
male,41,101068,Student,0
male,19,69481,Accountant,0
male,40,91460,Gamer,1
male,50,17475,Accountant,0
female,57,82158,Doctor,0
female,73,126104,Doctor,0
male,61,67897,Teacher,0
female,32,134975,Business Professional,0
male,40,124786,Student,0
male,42,92433,Graphic Designer,1
female,71,19542,Freelancer,0
female,47,26399,Graphic Designer,1
female,36,138166,Student,0
male,31,46935,Doctor,1
female,68,51441,Business Professional,0
male,21,71858,Accountant,0
female,18,8641,Software Engineer,1
male,68,128547,Teacher,0
male,52,138352,Graphic Designer,1
male,49,3661,Accountant,0
male,20,41680,Accountant,0
male,34,123420,Software Engineer,1
female,22,132268,Doctor,0
female,58,132600,Teacher,0
male,53,16043,Accountant,0
male,56,33163,Video Editor,0
female,43,47349,Software Engineer,1
male,70,135275,Doctor,0
female,41,125430,Doctor,0
female,22,47392,Accountant,0
male,52,134804,Teacher,0
female,44,136704,Video Editor,0
female,57,138670,Accountant,0
male,62,116184,Software Engineer,1
female,50,16940,Video Editor,0
female,72,14137,Business Professional,0
female,37,136455,Software Engineer,1
male,53,139378,Teacher,0
female,73,137147,Accountant,0
female,55,139547,Accountant,0
male,70,19520,Video Editor,0
male,20,110520,Graphic Designer,1
female,39,6585,Teacher,0
female,36,129406,Business Professional,0
male,65,44735,Student,0
male,59,17120,Student,0
male,56,80509,Freelancer,1
female,70,114684,Graphic Designer,0
female,49,137990,Software Engineer,1
female,36,107100,Business Professional,0
female,61,128939,Freelancer,0
male,21,10263,Doctor,1
female,38,107212,Doctor,0
female,39,8070,Accountant,0
male,25,103078,Business Professional,1
female,70,41878,Gamer,1
female,51,93757,Doctor,0
male,37,24920,Accountant,0
male,30,47598,Student,1
female,32,64908,Teacher,0
male,35,119638,Business Professional,0
female,22,138595,Software Engineer,1
female,28,26558,Gamer,1
male,22,6767,Doctor,0
female,61,87021,Graphic Designer,0
male,60,133137,Doctor,0
female,54,71625,Student,0
male,28,79077,Gamer,1
male,22,99074,Gamer,1
